name,type,region,locality,geolocation
Manor Shibaeva,Granges,Moscow,,"(Decimal('37.513035'), Decimal('55.842989'))"
Manor Yakovlevo,Granges,Moscow region,Yakovlevo,"(Decimal('38.378032'), Decimal('56.343064'))"
Manor Yasenevo,Granges,Moscow,,"(Decimal('37.5334'), Decimal('55.606182'))"
Manor Wrangel,Ruin,Leningrad region,,"(Decimal('30.857858'), Decimal('60.061363'))"
Baron von Manor Derviz,Granges,Ryazan Oblast,islets,Not found
Manor Village Gorneshno,Granges,Novgorod region,Gornešno,"(Decimal('33.202209'), Decimal('58.27128'))"
Farmstead Count VM Tolstogo,Granges,Vologda Region,white Crosses,"(Decimal('35.242642'), Decimal('59.078899'))"
Fishing on the estate of Count,Granges,Tambov Region,Dubovoy,"(Decimal('40.299861'), Decimal('52.609099'))"
"Manor and Park ""Uderevka""",Granges,Belgorod region,Alekseevka,"(Decimal('38.688095'), Decimal('50.629961'))"
Manor Park and Grachev,"Gardens, squares, parks",Moscow,,"(Decimal('37.513035'), Decimal('55.842989'))"
Manor GA Prince Lviv,Granges,Leningrad region,,"(Decimal('29.97953'), Decimal('59.810568'))"
Manor merchant Dubinin,architecture,Perm,Kungur,"(Decimal('56.944206'), Decimal('57.42881'))"
Finca for Meadow,Granges,Belgorod region,Nikolskoye,"(Decimal('36.597976'), Decimal('50.451198'))"
Manor parents SA Esenina,Granges,Ryazan Oblast,fish,"(Decimal('39.515748'), Decimal('54.720896'))"
Manor von Derviz,Granges,Ryazan Oblast,,"(Decimal('40.156849'), Decimal('54.542472'))"
Manor von Derviz in Kyritz,Granges,Ryazan Oblast,,"(Decimal('40.156849'), Decimal('54.542472'))"
artist and architect Ge Manor Trinity,Granges,Voronezh region,Voronezh,"(Decimal('39.200269'), Decimal('51.660781'))"
"Manor Park ""knocked out""",Granges,Novgorod region,Soltsy,"(Decimal('30.424286'), Decimal('58.065154'))"
Fominki,Granges,Vladimir region,,"(Decimal('42.367917'), Decimal('55.964181'))"
Tsikuli,Granges,Vladimir region,,"(Decimal('40.857885'), Decimal('55.372836'))"
Chernizh,Granges,Vladimir region,,"(Decimal('40.432183'), Decimal('56.369955'))"
Estate Museum and the Ostankino park,Granges,Moscow,,"(Decimal('37.614671'), Decimal('55.825881'))"
Manor Tatischevs,Granges,Lipetsk region,Veshalovka,"(Decimal('39.285016'), Decimal('52.756321'))"
"""Valley Centauri""",Abandoned places,Astrakhan region,,"(Decimal('47.466189'), Decimal('46.851463'))"
"""House with Yesenin""",Abandoned places,Perm,,"(Decimal('57.474499'), Decimal('57.253078'))"
"""Graveyard of ships""",Abandoned places,Perm,,"(Decimal('56.225679'), Decimal('59.117698'))"
Aksayskye katakombы,Abandoned places,Rostov region,Aksay,"(Decimal('39.851081'), Decimal('47.242129'))"
The former fire-tower,Abandoned places,Astrakhan region,,Not found
Windmill,Abandoned places,Voronezh region,Ramonskiй,"(Decimal('39.186651'), Decimal('51.929141'))"
"Eighth workshop of the plant ""Dagdizel""",Abandoned places,The Republic of Dagestan,,"(Decimal('48.018051'), Decimal('42.015795'))"
Gorno-Zerentuyskaya convict prison,Abandoned places,Transbaikal region,Nerçinsko-Zavodskiy,"(Decimal('119.785483'), Decimal('51.668741'))"
Ghost town under Firsanovka,Entertainment,Moscow region,Solnechnogorsk,"(Decimal('37.057958'), Decimal('56.121496'))"
House Abamelek-Lazarev,Abandoned places,Perm,Usolsky,"(Decimal('56.281177'), Decimal('59.381362'))"
Nikolaev house,Abandoned places,Perm,,"(Decimal('57.474499'), Decimal('57.253078'))"
Abandoned village Shumikhinsky,Abandoned places,Perm,,"(Decimal('57.68404'), Decimal('58.748189'))"
"Abandoned sanatorium ""Melikhovo""",Abandoned places,Rostov region,Ust-Donetsk,"(Decimal('40.752944'), Decimal('47.683814'))"
Building Kadainskoy penitentiary,Abandoned places,Transbaikal region,Kalganskiy,Not found
Istinskaya blast furnace,Abandoned places,Ryazan Oblast,Starozhylovskyy,"(Decimal('39.976045'), Decimal('54.240962'))"
cemetery locomotives,Abandoned places,Perm,Kishertsky,"(Decimal('57.602509'), Decimal('57.339738'))"
Kremlin funicular,Abandoned places,Nizhny Novgorod Region,,"(Decimal('44.279559'), Decimal('56.595648'))"
Holy Cross Cathedral,Abandoned shrine,Perm,,"(Decimal('56.225679'), Decimal('59.117698'))"
Kudykin mountain,Entertainment,Moscow region,,"(Decimal('38.723776'), Decimal('55.749861'))"
Kuse-Alexander's Plant,Abandoned places,Perm,mining and metallurgical,"(Decimal('58.372994'), Decimal('58.286224'))"
"Camp ""Butugychag""",Abandoned places,Magadan Region,,"(Decimal('149.080102'), Decimal('61.200746'))"
The lighthouse tower in village,Abandoned places,Astrakhan region,,"(Decimal('47.643364'), Decimal('45.610537'))"
The place of death of Mikhail Romanov,Abandoned places,Perm,,"(Decimal('54.620902'), Decimal('59.038094'))"
Dead City Tsoi-Pede,Abandoned places,Chechen Republic,Itum-Kale,"(Decimal('45.258606'), Decimal('42.708222'))"
"Oceanographic research vessel ""Leonid Demin""",Abandoned places,Leningrad region,,Not found
Памятное место усадьбы Шиловских &quot;Усово&quot;,Abandoned places,Tambov Region,Bondarskyy,Not found
Perm racetrack,Abandoned places,Perm,,"(Decimal('55.729001'), Decimal('57.787124'))"
Peter and Paul church,Abandoned shrine,Perm,Usolsky,"(Decimal('56.281177'), Decimal('59.381362'))"
church of the Intercession,Abandoned shrine,Perm,Solikamsk,"(Decimal('56.75759'), Decimal('59.774661'))"
The village is a ghost Kadykchan,industrial facilities,Magadan Region,Susumanskiy,"(Decimal('147.043387'), Decimal('63.086388'))"
The village is a ghost Jubilee,Abandoned places,Perm,,"(Decimal('57.778175'), Decimal('58.781476'))"
Pohvalihinsky funicular (elevator),Abandoned places,Nizhny Novgorod Region,,"(Decimal('44.279559'), Decimal('56.595648'))"
"Departure of the ""Long""",Abandoned places,Yamalo-Nenets Autonomous Okrug,,"(Decimal('80.005397'), Decimal('66.086435'))"
North-channel Catherine,Abandoned places,Komi Republic,Ust-Kulom,"(Decimal('54.44149'), Decimal('61.714802'))"
The village is a ghost: Gras and his only inhabitant,Abandoned places,The Republic of Dagestan,Ahtynsky,"(Decimal('47.592681'), Decimal('41.381243'))"
Station «Seagull»,Abandoned places,Yamalo-Nenets Autonomous Okrug,Priuralsky,"(Decimal('67.647228'), Decimal('66.870715'))"
Old windmill,Abandoned places,Voronezh region,Pawlowski,"(Decimal('40.18997'), Decimal('50.540478'))"
Old landing stage,Abandoned places,Volgograd region,,"(Decimal('43.497944'), Decimal('48.708756'))"
"Manor Butakova-Rachmaninoff ""Oneg""",Abandoned places,Novgorod region,Novgorod,"(Decimal('31.45106'), Decimal('58.573671'))"
Golitsyn Manor in the village of Murom-Prechistoye,architecture,Smolensk region,Gagarin,"(Decimal('34.936991'), Decimal('55.650846'))"
Manor Naryshkins Bykov Mountain,Granges,Ryazan Oblast,Shatsky,"(Decimal('42.063254'), Decimal('54.034675'))"
Manor Priklonskii-Rukavishnikov,Abandoned places,Nizhny Novgorod Region,Bogorodsky,"(Decimal('43.620645'), Decimal('56.023756'))"
Manor Sheremetev-Rukavishnikov,Abandoned places,Nizhny Novgorod Region,Bogorodsky,"(Decimal('43.620645'), Decimal('56.023756'))"
Manor sort Pashkov,Abandoned places,Nizhny Novgorod Region,Gaginsky,"(Decimal('44.989696'), Decimal('55.23135'))"
Manor von Derviz,Granges,Ryazan Oblast,Starozhylovskyy,"(Decimal('39.976045'), Decimal('54.240962'))"
Temple sanctuary Mago-Yerdy,Abandoned places,The Republic of Ingushetia,Dzheirakhsky,"(Decimal('44.912665'), Decimal('42.798639'))"
Enrichment Plant,Abandoned places,Perm,,"(Decimal('53.875633'), Decimal('58.550327'))"
Church of the Transfiguration,Abandoned places,Perm,Usolsky,"(Decimal('56.281177'), Decimal('59.381362'))"
Devil's bridge,Abandoned places,Sakhalin region,Xolmskij,"(Decimal('142.117035'), Decimal('46.986996'))"
The ball at Dubna,Abandoned places,Moscow region,,"(Decimal('37.380031'), Decimal('55.815792'))"
Mine them. Chkalov,mining sites,Perm,,"(Decimal('57.645386'), Decimal('59.04631'))"
Shumikhinsky Palace of Culture,Abandoned places,Perm,,"(Decimal('57.68404'), Decimal('58.748189'))"
Water tower,Abandoned places,Udmurt republic,,"(Decimal('52.796972'), Decimal('57.166784'))"
Cottage IF Petrov,Abandoned places,Udmurt republic,,"(Decimal('53.28915'), Decimal('56.869033'))"
The building of the former military office,Abandoned places,Udmurt republic,,Not found
October hydropower plant on the river Cheptsa,Abandoned places,Udmurt republic,Kezsky,"(Decimal('53.413764'), Decimal('57.885158'))"
post house,Abandoned places,Udmurt republic,Sarapul'skiy,"(Decimal('53.529063'), Decimal('56.394625'))"
military glory,military glory,Voronezh region,Voronezh,"(Decimal('39.200269'), Decimal('51.660781'))"
military glory,military glory,Voronezh region,Voronezh,"(Decimal('39.200269'), Decimal('51.660781'))"
military glory,military glory,Voronezh region,,"(Decimal('40.233395'), Decimal('50.970898'))"
military glory,military glory,Arhangelsk region,Arkhangelsk,"(Decimal('40.515753'), Decimal('64.539911'))"
Obelisk / Stele,Obelisk / Stele,The Republic of Khakassia,Abakan,"(Decimal('91.442387'), Decimal('53.721152'))"
Obelisk / Stele,Obelisk / Stele,The Republic of Khakassia,Abakan,"(Decimal('91.442387'), Decimal('53.721152'))"
Obelisk / Stele,Obelisk / Stele,Republic of Crimea,,Not found
Obelisk / Stele,Obelisk / Stele,Voronezh region,Selyavnoe (Selyavinskoe s / n),"(Decimal('39.227946'), Decimal('51.143873'))"
military glory,military glory,Pskov region,Pskov,"(Decimal('28.332451'), Decimal('57.819274'))"
Obelisk / Stele,Obelisk / Stele,Murmansk region,Monchegorsk,"(Decimal('32.937062'), Decimal('67.938917'))"
Obelisk / Stele,Obelisk / Stele,Murmansk region,Monchegorsk,"(Decimal('32.937062'), Decimal('67.938917'))"
Obelisk / Stele,Obelisk / Stele,Novgorod region,,Not found
Obelisk / Stele,Obelisk / Stele,Novgorod region,Novgorod,"(Decimal('31.269915'), Decimal('58.52281'))"
Obelisk / Stele,Obelisk / Stele,Ulyanovsk region,Ulyanovsk,"(Decimal('48.403123'), Decimal('54.314192'))"
Obelisk / Stele,Obelisk / Stele,Leningrad region,,Not found
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Arkhangelsk,"(Decimal('40.515753'), Decimal('64.539911'))"
Obelisk / Stele,Obelisk / Stele,Pskov region,great Luke,"(Decimal('30.521969'), Decimal('56.342316'))"
Obelisk / Stele,Obelisk / Stele,Republic of Crimea,Kerch,"(Decimal('36.467378'), Decimal('45.356219'))"
Obelisk / Stele,Obelisk / Stele,Republic of Crimea,,Not found
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Nikolsky,"(Decimal('47.722371'), Decimal('61.254467'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Farmers,"(Decimal('48.612502'), Decimal('61.286842'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Novoselka,"(Decimal('47.96249'), Decimal('61.082865'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Sokolova Gora,"(Decimal('47.975264'), Decimal('61.126967'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,nightingale,"(Decimal('47.77035'), Decimal('61.151834'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Vilegodsky,"(Decimal('48.285309'), Decimal('61.158271'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,Pavlovsk,"(Decimal('48.184006'), Decimal('61.067574'))"
Obelisk / Stele,Obelisk / Stele,Perm,Kungur,"(Decimal('56.944206'), Decimal('57.42881'))"
Obelisk / Stele,Obelisk / Stele,Arhangelsk region,İlinsko-Podomskoe,"(Decimal('47.978004'), Decimal('61.115665'))"
Obelisk / Stele,Obelisk / Stele,Rostov region,mine,"(Decimal('40.215797'), Decimal('47.709601'))"
military glory,military glory,Sevastopol,,"(Decimal('33.525369'), Decimal('44.616604'))"
Obelisk / Stele,Obelisk / Stele,Republic of Kalmykia,Elista,"(Decimal('44.269759'), Decimal('46.307743'))"
Obelisk / Stele,Obelisk / Stele,Kamchatka Krai,Petropavlovsk-Kamchatsky,"(Decimal('158.643566'), Decimal('53.024075'))"
Obelisk / Stele,Obelisk / Stele,Rostov region,Tsimljansky,"(Decimal('42.09306'), Decimal('47.647714'))"
Obelisk / Stele,Obelisk / Stele,Leningrad region,,Not found
Obelisk / Stele,Obelisk / Stele,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
"Gardens, squares, parks","Gardens, squares, parks",Leningrad region,Priozersk,Not found
military glory,military glory,Rostov region,Volgodonsk,"(Decimal('42.20632'), Decimal('47.519618'))"
Obelisk / Stele,Obelisk / Stele,Perm,Permian,"(Decimal('56.229434'), Decimal('58.01045'))"
military glory,military glory,The Republic of Sakha (Yakutia),Oljokminsk,"(Decimal('120.403075'), Decimal('60.372976'))"
Obelisk / Stele,Obelisk / Stele,Kamchatka Krai,Petropavlovsk-Kamchatsky,"(Decimal('158.643566'), Decimal('53.024075'))"
Obelisk / Stele,Obelisk / Stele,Novgorod region,,Not found
Obelisk / Stele,Obelisk / Stele,Kabardino-Balkar Republic,Nalchik,"(Decimal('43.607072'), Decimal('43.485259'))"
military glory,military glory,Krasnodar region,Anapa,"(Decimal('37.31617'), Decimal('44.894965'))"
Obelisk / Stele,Obelisk / Stele,Republic of Bashkortostan,,Not found
Obelisk / Stele,Obelisk / Stele,Krasnodar region,Novorossiysk,"(Decimal('37.768974'), Decimal('44.723912'))"
Obelisk / Stele,Obelisk / Stele,Kamchatka Krai,Petropavlovsk-Kamchatsky,"(Decimal('158.643566'), Decimal('53.024075'))"
Obelisk / Stele,Obelisk / Stele,Novosibirsk region,Novosibirsk,"(Decimal('82.92043'), Decimal('55.030199'))"
Obelisk / Stele,Obelisk / Stele,Rostov region,mine,"(Decimal('40.215797'), Decimal('47.709601'))"
Obelisk / Stele,Obelisk / Stele,Novosibirsk region,Novosibirsk,"(Decimal('82.92043'), Decimal('55.030199'))"
Obelisk / Stele,Obelisk / Stele,Rostov region,Kamensk-Shakhtinsky,"(Decimal('40.268923'), Decimal('48.320515'))"
Annenkrone,defenses,Leningrad region,Vyborg,"(Decimal('28.749404'), Decimal('60.710232'))"
Arabat fortress,defenses,Republic of Crimea,Kamenskoe,"(Decimal('35.525504'), Decimal('45.281048'))"
Araninskaya fortress,defenses,The Republic of Dagestan,,"(Decimal('47.156055'), Decimal('43.365651'))"
Astronomicheskiy bastion,defenses,Kaliningrad region,,"(Decimal('21.218944'), Decimal('54.56009'))"
Ahtynsky fortress,defenses,The Republic of Dagestan,,"(Decimal('47.156055'), Decimal('43.365651'))"
"Bastion ""Grolman""",defenses,Kaliningrad region,,"(Decimal('21.218944'), Decimal('54.56009'))"
Bastion Pancerlaks,defenses,Leningrad region,,"(Decimal('29.856829'), Decimal('59.827944'))"
Battery Mount,Ruin,Leningrad region,Vyborg,"(Decimal('28.761513'), Decimal('60.70711'))"
"Tower ""Don""",defenses,Kaliningrad region,,"(Decimal('21.218944'), Decimal('54.56009'))"
Wrangel tower,defenses,Kaliningrad region,,"(Decimal('21.218944'), Decimal('54.56009'))"
"Coastal Battery ""Tiger""",defenses,Primorsky Krai,Vladivostok,"(Decimal('131.877238'), Decimal('43.114904'))"
Great Wall Caucasian Doug bars,defenses,The Republic of Dagestan,Derbent,"(Decimal('48.288776'), Decimal('42.057669'))"
Luki fortress,defenses,Pskov region,great Luke,"(Decimal('30.521969'), Decimal('56.342316'))"
Vladivostok fortress,defenses,Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Gdovskii fortress,defenses,Pskov region,Gdov,"(Decimal('27.825181'), Decimal('58.736781'))"
Gdovskii fortress,defenses,Pskov region,Gdov,"(Decimal('27.825181'), Decimal('58.736781'))"
Genoese fortress,defenses,Republic of Crimea,Zander,"(Decimal('34.957203'), Decimal('44.843451'))"
Urban ponds with trees - third Galich fortress,defenses,Kostroma region,Galich,Not found
Gunibskaya fortress,defenses,The Republic of Dagestan,Guniʙ,"(Decimal('46.961147'), Decimal('42.387903'))"
Derbent wall,defenses,The Republic of Dagestan,Derbent,"(Decimal('48.288776'), Decimal('42.057669'))"
Деревянная крепость &quot;Стрелецкий острог&quot;,defenses,Leningrad region,,Not found
Drevneuygurskaya fortress,defenses,Tyva Republic,,"(Decimal('94.793085'), Decimal('51.584332'))"
Zılın Duarte,defenses,Republic of North Ossetia - Alania,lower Zaramag,"(Decimal('43.969452'), Decimal('42.69495'))"
Ivangorod fortress,defenses,Leningrad region,,"(Decimal('31.034691'), Decimal('59.953286'))"
Izborsk fortress,defenses,Pskov region,Izborsk,"(Decimal('27.968301'), Decimal('57.771009'))"
"Historical and cultural complex ""Omsk fortress""",defenses,Omsk region,Omsk,"(Decimal('73.368212'), Decimal('54.989342'))"
Komdagal,defenses,Republic of North Ossetia - Alania,,"(Decimal('44.262033'), Decimal('43.092669'))"
"Fortification ""Totur Kala""",defenses,Kabardino-Balkar Republic,,Not found
Ramparts with gates Alekseevskaya,defenses,Rostov region,Azov,Not found
Fortifications of Novgorod,defenses,Novgorod region,Novgorod,"(Decimal('31.092848'), Decimal('58.512818'))"
Roundabout city fortifications,defenses,Pskov region,Pskov,Not found
"Крепость &quot;Керчь&quot;, форт &quot;Тотлебен&quot;",defenses,Republic of Crimea,Kerch,Not found
fortress Aluston,defenses,Republic of Crimea,Alushta,"(Decimal('34.41012'), Decimal('44.676404'))"
fortress Valdai,defenses,Kaliningrad region,,"(Decimal('21.218944'), Decimal('54.56009'))"
Yeni-Kale Fortress,defenses,Republic of Crimea,Kerch,"(Decimal('36.467378'), Decimal('45.356219'))"
Qala-Koreish,defenses,The Republic of Dagestan,,"(Decimal('47.657153'), Decimal('42.102453'))"
fortress Calamita,defenses,Sevastopol,Inkyerman,"(Decimal('33.598833'), Decimal('44.613684'))"
fortress Kerch,defenses,Republic of Crimea,Kerch,"(Decimal('36.467378'), Decimal('45.356219'))"
fortress was,defenses,Leningrad region,Koporje,"(Decimal('28.743358'), Decimal('59.695417'))"
fortress Oreshek,defenses,St. Petersburg,St. Petersburg,"(Decimal('31.034691'), Decimal('59.953286'))"
fortress Suanova,defenses,Republic of North Ossetia - Alania,,"(Decimal('44.262033'), Decimal('43.092669'))"
fortress Sundovit,defenses,Nizhny Novgorod Region,Lıskovo,"(Decimal('45.040962'), Decimal('56.021357'))"
fortress Trongzund,Ruin,Leningrad region,Vysotsk,"(Decimal('28.568277'), Decimal('60.625604'))"
fortress Funa,defenses,Republic of Crimea,Radiant,"(Decimal('34.400211'), Decimal('44.737301'))"
Cembalo fortress,defenses,Sevastopol,Juniperus excelsa Balaklava,"(Decimal('33.599857'), Decimal('44.501214'))"
Fortress in Ust-Elegest,defenses,Tyva Republic,Ust-Elegest,"(Decimal('94.099622'), Decimal('51.564243'))"
Fortress seven brothers Sedanovo,defenses,Republic of North Ossetia - Alania,Verne Zadalesk,Not found
Fortress seven brothers and one sister,defenses,The Republic of Dagestan,,"(Decimal('47.095742'), Decimal('42.259793'))"
Kutlakskaya (Bosporkaya) fortress,defenses,Republic of Crimea,Zander,"(Decimal('34.957203'), Decimal('44.843451'))"
Lithuanian shaft,defenses,Kaliningrad region,,"(Decimal('20.533906'), Decimal('54.715639'))"
Nazran fortress,defenses,The Republic of Ingushetia,Nazran,"(Decimal('44.777217'), Decimal('43.214723'))"
Rock castle in the village of Dzivgis,defenses,Republic of North Ossetia - Alania,Dzivgis,Not found
Novodvinsk fortress,defenses,Arhangelsk region,Arkhangelsk,"(Decimal('40.419759'), Decimal('64.695036'))"
Novosiltsevskaya battery,defenses,Primorsky Krai,Vladivostok,"(Decimal('131.885485'), Decimal('43.115536'))"
Oboronitelynaya barracks Crown Prince,defenses,Kaliningrad region,,Not found
Penza city's defensive wall,defenses,Penza region,Penza,"(Decimal('45.023041'), Decimal('53.118367'))"
Opochetsky fortress,defenses,Pskov region,Opochka,"(Decimal('28.658881'), Decimal('56.714151'))"
